1.764052,0.400157
0.978738,2.240893
1.867558,-0.977278
0.950088,-0.151357
-0.103219,0.410599
0.144044,1.454274
0.761038,0.121675
0.443863,0.333674
1.494079,-0.205158
0.313068,-0.854096
-2.552990,0.653619
0.864436,-0.742165
2.269755,-1.454366
0.045759,-0.187184
1.532779,1.469359
0.154947,0.378163
-0.887786,-1.980796
-0.347912,0.156349
1.230291,1.202380
-0.387327,-0.302303
-1.048553,-1.420018
-1.706270,1.950775
-0.509652,-0.438074
-1.252795,0.777490
-1.613898,-0.212740
-0.895467,0.386902
-0.510805,-1.180632
-0.028182,0.428332
0.066517,0.302472
-0.634322,-0.362741
-0.672460,-0.359553
-0.813146,-1.726283
0.177426,-0.401781
-1.630198,0.462782
-0.907298,0.051945
0.729091,0.128983
1.139401,-1.234826
0.402342,-0.684810
-0.870797,-0.578850
-0.311553,0.056165
-1.165150,0.900826
0.465662,-1.536244
1.488252,1.895889
1.178780,-0.179925
-1.070753,1.054452
-0.403177,1.222445
0.208275,0.976639
0.356366,0.706573
0.010500,1.785870
0.126912,0.401989
-10.517457,31.529750
-10.520308,31.251751
-6.507909,30.446742
-7.506197,30.230545
-9.365417,30.364570
-8.740254,30.686203
-8.689650,29.688369
-8.235039,30.719700
-7.036122,29.616863
-7.120807,30.614649
-8.895756,30.486374
-6.831648,29.885465
-7.039109,29.705930
-7.002356,30.007060
-8.847272,30.171792
-8.716523,29.700103
-5.822745,29.511992
-8.146406,30.355482
-11.246099,31.504205
-6.547103,30.074325
-6.199101,29.195781
-7.660444,30.722486
-7.060844,29.296223
-7.954380,29.663172
-9.750887,30.039670
-6.434624,29.283187
-7.020255,30.621231
-9.334123,30.472259
-6.142368,29.811572
-6.800317,28.863536
-9.640030,30.682172
-9.260858,30.560899
-9.307458,30.105074
-6.436593,29.827321
-6.958259,29.329641
-7.351458,29.799577
-7.692767,29.233465
-7.402224,28.727933
-9.113746,29.580929
-6.426302,29.518404
-6.732468,30.340866
-23.196521,-5.836487
-21.384278,-7.031050
-21.340486,-6.273219
-21.696749,-6.167338
-20.622952,-6.435435
-25.444658,-3.606401
-22.237536,-4.923448
-22.151254,-6.959081
-21.638643,-5.472717
-21.264905,-5.149797
-21.386945,-5.045769
-21.354196,-6.089605
-22.338010,-5.461605
-20.560610,-8.223063
-21.453387,-7.473838
-24.535074,-5.832482
-23.724833,-5.385768
-19.970254,-8.032963
-20.101425,-7.737313
-22.470326,-5.801004
-22.131166,-6.148166
-23.041205,-5.615697
-23.450786,-5.925655
-21.198576,-5.554641
-22.754674,-5.166818
-21.010350,-6.772921
-23.241431,-6.315393
-20.863311,-8.861008
-24.924187,-6.084293
-23.594284,-5.160637
-23.753461,-5.110254
-20.825952,-6.702524
-20.312444,-6.598106
-22.337107,-5.172370
-22.608674,-5.951647
-22.142232,-5.635179
-18.037211,-9.097830
-21.631842,-5.491121
-20.469204,-7.160557
-24.047713,-4.842864
-20.322594,-6.881915
-22.823582,-6.162895
-19.202894,-7.390625
-21.801876,-6.264900
-22.619810,-6.353482
-21.560335,-8.085689
-24.020529,-4.332411
-20.826663,-7.252297
-22.834877,-5.487157
-20.751459,-6.670143
-23.211103,-5.027654
-22.607941,-5.526110
-21.660682,-5.702371
-22.973025,-4.784619
-21.159114,-6.769736
-19.514700,-8.293614
-23.581450,-4.955989
-24.507170,-4.189666
-20.818896,-6.561039
-21.870666,-6.249921
-21.718416,-5.292357
29.757755,33.145694
27.717011,32.181687
27.928951,33.539503
31.481559,33.015082
30.192703,34.573566
27.964003,32.818469
28.743091,33.830998
27.109802,32.166882
29.192800,34.349277
29.066143,33.249736
26.831109,31.798095
27.915663,32.583244
30.392791,32.354842
27.962224,32.902609
29.626117,32.826072
29.450516,31.933076
29.269635,33.713231
27.901024,32.485038
28.743778,32.251650
29.725476,32.495025
27.417185,31.585104
28.638243,34.010493
28.063712,32.427745
27.174197,31.782328
31.103210,33.884260
26.607960,34.388946
29.148909,33.025796
27.161427,33.199581
26.300273,32.922924
26.257082,31.726195
30.316293,33.236385
29.853719,32.765560
28.708858,31.818899
28.332252,33.270447
28.219022,32.506582
28.949023,32.768183
28.794478,32.893569
27.922004,32.397938
24.619324,33.764020
28.569045,31.048162
26.961687,33.430508
31.581833,34.122838
30.983209,34.386473
29.679444,33.192839
31.953567,34.618086
30.883838,33.619865
27.696887,32.453556
29.902918,33.524826
28.890287,31.554384
29.809562,34.423220
29.738142,32.058885
28.469551,33.309358
26.254213,31.645562
29.316502,33.155253
28.682728,33.535841
28.957553,34.056525
28.467047,33.825674
30.849560,32.287484
25.421232,32.459136
28.305783,31.058491
28.612989,32.287458
30.909878,32.996277
27.608493,32.652654
25.835725,33.126033
28.626912,31.726224
29.858307,32.577062
30.984133,34.680397
28.488408,30.711742
31.122020,33.605799
31.104210,33.471073
28.280905,34.181951
26.096695,32.920309
30.723573,34.332764
30.673933,32.265605
27.644472,32.779053
27.865033,32.539594
30.802982,35.103737
31.453566,34.660643
26.730707,33.277664
29.291594,34.033547
27.920692,32.584029
30.649424,34.218121
28.108179,32.771279
29.650145,32.770018
28.871736,32.826853
28.165377,32.431356
29.704070,32.237864
28.097318,31.339047
28.938457,32.527810
28.582767,33.105718
28.125977,32.149697
30.946021,34.791471
29.344014,33.511565
32.682745,32.156961
28.188826,32.743525
33.762389,33.669628
31.889102,32.852814
29.133473,32.880275
26.854214,33.464759
28.465766,33.301487
31.108602,32.801143
28.110889,33.166991
27.704572,31.799221
31.903004,34.922591
30.317576,33.477923
29.142563,33.072821
28.325616,33.329009
27.567309,32.217207
27.609048,33.270683
31.001195,34.421958
-36.485980,-2.811766
-35.966776,-2.498431
-36.409333,-3.252411
-34.465857,-4.297285
-36.483624,-3.603887
-35.423886,-3.164813
-37.123427,-2.600815
-40.101096,-2.455962
-37.676644,-3.568543
-36.626515,-3.266299
-35.658598,-3.350857
-36.419131,-2.664249
-37.838032,-3.443250
-37.743829,-2.130976
-35.222704,-3.350306
-34.572203,-3.191691
-37.626067,-2.633295
-34.770223,-4.393900
-37.156496,-2.839260
-36.948537,-3.230068
-39.589595,-1.837353
-39.188376,-2.937493
-39.049651,-2.264417
-36.603220,-2.709968
-35.367286,-3.101959
-39.172081,-2.306715
-38.120744,-2.251909
-34.998787,-3.582100
-37.417661,-3.551350
-37.596780,-2.862116
-36.333992,-3.287262
-35.895869,-2.937656
-36.920398,-3.237130
-36.618669,-2.634799
-37.453603,-2.945926
-37.632755,-2.201790
-35.324806,-3.133165
-37.245483,-2.719365
-37.896267,-2.008395
-33.540519,-3.069371
-39.285225,-1.871014
-39.266849,-2.900749
-35.792145,-3.370256
-36.805367,-3.095256
-38.607608,-3.293739
-39.091694,-2.805733
-35.716660,-3.151028
-35.965709,-3.875388
-37.373663,-3.262787
-35.817787,-3.095874
-38.921343,-2.882776
-38.251972,-2.465372
-36.379014,-3.146571
-39.338597,-2.311192
-36.992260,-3.232828
-37.624026,-2.370066
-40.106179,-1.612472
-37.140825,-2.539812
-39.527423,-2.614661
-37.310204,-2.944832
-35.435332,-3.413123
-34.986054,-3.258097
-38.964295,-2.011723
-37.032521,-3.441903
-34.744660,-3.369751
-37.917065,-3.294084
-35.860874,-2.720837
-37.795091,-2.021836
-36.150573,-2.967977
-35.957063,-2.898238
-33.619908,-3.741189
-38.259211,-3.165271
-37.296360,-2.883245
-36.391178,-3.226705
-37.189219,-3.898901
-38.075005,-2.744267
-35.768838,-2.838869
-37.405031,-2.583093
-34.582694,-3.782230
-35.058112,-3.377893
-37.102228,-2.953071
-38.707583,-2.120856
-37.807982,-3.096416
-35.739453,-3.346451
-39.195701,-2.737523
-34.424217,-3.378130
-37.021184,-2.896273
-37.049186,-2.685016
-36.099207,-3.204390
-37.450727,-3.268625
-35.605127,-3.001854
-38.143434,-3.270015
-38.904918,-2.889139
-39.086196,-2.203272
-37.135946,-2.986966
-38.617807,-2.540140
-35.310331,-3.799427
-33.425476,-3.935039
-38.899953,-2.699798
-35.391116,-2.899264
-36.030490,-2.434949
-38.020172,-3.230978
-37.676841,-2.150848
-35.508254,-3.412434
-36.759793,-2.370383
-36.922135,-2.772159
-36.781419,-3.222489
-36.511274,-2.814643
-36.865890,-2.821268
-38.820489,-2.762781
-35.856503,-3.340641
-37.624921,-2.578345
-36.601575,-3.104766
-37.685754,-3.145285
-39.287794,-2.028267
-39.098059,-3.095527
-34.334498,-4.419161
-36.376000,-3.207266
-35.426803,-3.082125
-40.738051,-2.253012
-37.903884,-2.841607
-40.072933,-1.517523
-36.305353,-3.350719
-37.490165,-3.566037
-37.388982,-2.719661
-35.934727,-2.956491
-39.441567,-2.365760
-36.259834,-2.930842
-38.101729,-2.532189
-36.346764,-3.339373
-35.267734,-3.827884
-37.367633,-3.181745
-36.725091,-3.823788
-37.649687,-2.923828
-38.488278,-2.656214
-37.137271,-3.238424
-34.256878,-3.993967
-35.581149,-3.808183
-37.117553,-3.629177
-35.265889,-4.025032
-36.658791,-2.715700
-36.023853,-2.369436
-37.049355,-3.476761
-36.800580,-3.164919
-37.171253,-2.043715
32.360529,4.708972
32.060715,5.250334
30.404605,6.318953
28.817290,4.583585
30.449487,5.576839
30.953015,4.955501
30.891486,5.519979
32.369682,4.870250
30.236550,5.151018
30.626928,4.757614
29.377325,6.212543
30.354210,4.851156
29.804496,4.614506
32.200886,5.079068
35.174972,4.506823
31.598145,4.209708
32.668487,4.817696
33.646009,4.884463
31.857360,5.057650
29.144536,5.013029
30.963272,5.058431
30.665740,4.367663
31.174805,5.195634
33.171745,5.631396
29.285202,4.533035
31.413057,4.488422
29.910400,4.303486
31.382246,4.498576
30.971754,3.911805
28.902219,4.312312
30.910310,4.866849
32.248224,4.523781
29.514472,4.608383
30.589147,4.494264
32.023461,5.336499
29.513641,4.820540
33.220036,6.319636
32.419091,4.136178
26.852792,4.550842
33.363728,4.702541
30.405103,5.085952
32.311156,6.168693
31.871455,4.325366
29.420281,5.727173
32.352301,4.217833
29.409037,3.681469
32.937638,5.681514
31.096600,4.844889
30.438934,4.879805
33.043977,5.873699
