-0.235948,0.400157
-1.021262,2.240893
-0.132442,-0.977278
-1.049912,-0.151357
-2.103219,0.410599
-1.855956,1.454274
-1.238962,0.121675
-1.556137,0.333674
-0.505921,-0.205158
-1.686932,-0.854096
-4.552990,0.653619
-1.135564,-0.742165
0.269755,-1.454366
-1.954241,-0.187184
-0.467221,1.469359
-1.845053,0.378163
-2.887786,-1.980796
-2.347912,0.156349
-0.769709,1.202380
-2.387327,-0.302303
-3.048553,-1.420018
-3.706270,1.950775
-2.509652,-0.438074
-3.252795,0.777490
-3.613898,-0.212740
-2.895467,0.386902
-2.510805,-1.180632
-2.028182,0.428332
-1.933483,0.302472
-2.634322,-0.362741
-2.672460,-0.359553
-2.813146,-1.726283
-1.822574,-0.401781
-3.630198,0.462782
-2.907298,0.051945
-1.270909,0.128983
-0.860599,-1.234826
-1.597658,-0.684810
-2.870797,-0.578850
-2.311553,0.056165
-3.165150,0.900826
-1.534338,-1.536244
-0.511748,1.895889
-0.821220,-0.179925
-3.070753,1.054452
-2.403177,1.222445
-1.791725,0.976639
-1.643634,0.706573
-1.989500,1.785870
-1.873088,0.401989
-0.116849,-1.347759
-3.270485,0.969397
-3.173123,1.943621
-2.413619,-0.747455
-0.077058,1.480515
-0.132441,0.906045
-2.861226,1.910065
-2.268003,0.802456
-1.052748,-0.155010
-1.385921,0.922207
-1.623574,-1.099401
-1.701762,1.326386
-2.694568,-0.149635
-2.435154,1.849264
-1.327705,0.407462
-2.769916,0.539249
-2.674333,0.031831
-2.635846,0.676433
-1.423409,-0.208299
-1.603993,-1.093062
-3.491258,0.439392
-1.833327,0.635031
0.383145,0.944479
-2.912822,1.117016
-3.315907,-0.461585
-2.068242,1.713343
-2.744755,-0.826439
-2.098453,-0.663478
-0.873364,-1.079932
-3.147469,-0.437820
-2.498032,1.929532
-1.050579,0.087551
-3.225436,0.844363
-3.000215,-1.544771
-0.811970,0.316943
-1.079141,0.318728
-1.143169,-0.651026
-3.034243,0.681595
-2.803410,-0.689550
-2.455533,0.017479
-2.353994,-1.374951
-2.643618,-2.223403
-1.374769,-1.602058
-3.104383,0.052165
-2.739563,1.543015
-3.292857,0.267051
-2.039283,-1.168093
-1.476723,-0.171546
-1.228209,0.823504
0.163236,1.336528
8.955796,-0.677067
13.110307,1.853366
11.810565,-4.573442
9.931195,-2.087467
10.791746,-0.277611
12.574375,0.897229
12.224071,-1.319232
7.328703,-1.159796
9.951859,1.072403
16.390291,-0.119521
7.296179,-0.978584
8.688753,1.361835
5.641968,0.178932
10.442667,0.656707
8.310535,-0.672944
5.972147,-1.395319
8.464556,1.176767
6.729822,2.209562
14.227041,-5.854802
11.205642,1.914585
8.197056,-1.123654
9.624157,-0.842280
